X,Y,SRTM_ripro,
1516272.51539228,4946021.82212069,1492.00000
1512339.74040362,4949588.53060703,1535.00000
1537742.84016216,4927771.31542763,1051.00000
1522806.0379871,4948029.25716851,1019.00000
1529800.15603285,4954296.84401669,397.00000
1537711.45570411,4939446.06540032,962.00000
1517683.12074281,4938849.07966654,995.00000
1526318.98292239,4958009.87491696,732.00000
1530737.12898819,4931193.54138507,817.00000
1542590.57881048,4915833.11467059,547.00000
1547193.69088837,4937957.71788975,774.00000
1525762.66766308,4955508.61402145,800.00000
1524928.16378288,4921935.85190624,940.00000
1550293.98506451,4943137.80274676,1103.00000
1545196.27762098,4910789.6963344,398.00000
1534833.21656803,4930155.48378397,795.00000
1525061.9473275,4925513.08834311,835.00000
1517864.60756035,4953410.16098495,1044.00000
1543051.98115362,4923934.72690272,851.00000
1527793.40860079,4955898.23990009,929.00000
1529115.88449022,4927876.15365584,993.00000
1510939.18477661,4942549.28977103,754.00000
1518847.0752056,4950010.90316147,983.00000
1530058.63201438,4946116.23290689,585.00000
1537815.55094305,4918121.01771039,974.00000
1531183.36104164,4928248.19558614,935.00000
1526436.45310679,4956397.60413999,916.00000
1519372.60993097,4941926.29231046,1350.00000
1520531.27070897,4948849.69133689,1373.00000
1515285.36691315,4927725.87846985,972.00000
1538868.7245696,4928661.2533108,1144.00000
1525395.95287421,4943226.79349499,573.00000
1514677.50404766,4947555.08329297,1334.00000
1512056.17483552,4937721.97279752,1027.00000
1532580.06344355,4942125.05051709,463.00000
1539119.19454179,4921511.70131445,916.00000
1538400.4022526,4928197.16707178,1146.00000
1519543.26548897,4939977.95609771,1217.00000
1507160.9832665,4946894.09221863,468.00000
1542541.00573492,4927232.71289529,1023.00000
1511990.37364066,4948228.55575961,1322.00000
1508577.50749804,4959272.54809894,491.00000
1528487.18339658,4932851.87222459,1205.00000
1518657.45974728,4939818.67665132,1138.00000
1529542.55135767,4945344.12560013,985.00000
1525540.68656561,4929577.04045431,1174.00000
1552601.49956458,4944049.99868157,745.00000
1538284.70556937,4921759.18790922,900.00000
1548499.66410266,4924223.22200327,911.00000
1534303.89630738,4936352.71162234,1020.00000
1531195.38859433,4932001.47408966,949.00000
1514226.39910543,4950625.81790341,1202.00000
1512687.913472,4931958.17892275,1307.00000
1511528.62928022,4932084.11437428,1051.00000
1528653.97222839,4943953.55018364,1129.00000
1533627.45519728,4953586.41029268,723.00000
1530022.59989933,4947361.61257874,490.00000
1549239.57637517,4925316.94479608,659.00000
1543222.90286229,4917818.95801849,691.00000
1521165.9491967,4928758.43363642,877.00000
1552014.42877899,4929677.04250206,669.00000
1551634.67760819,4938138.68960314,808.00000
1523419.77464278,4954243.08440264,930.00000
1521139.39740169,4934762.42925675,785.00000
1512489.763448,4961099.61861417,681.00000
1532714.01909806,4926936.47513229,1283.00000
1519593.37037777,4930559.87332746,766.00000
1532446.63630505,4956296.58657432,629.00000
1523528.8326944,4932074.30221184,869.00000
1532602.17452657,4923617.86902504,1128.00000
1534240.07343635,4944575.73338184,873.00000
1545136.89479592,4917865.76818684,780.00000
1507978.78569818,4937847.59211832,1177.00000
1543767.54095895,4918851.71626208,919.00000
1535474.44113127,4930066.450215,807.00000
1505744.57472275,4942792.78995071,838.00000
1542024.09521882,4925833.26224865,1153.00000
1538384.84670196,4925337.15582315,1471.00000
1522560.8840883,4931259.69782848,834.00000
1527609.70133432,4950762.65897912,821.00000
1541627.70277826,4945314.10266103,674.00000
1519211.94863082,4955825.24722922,616.00000
1514532.09322801,4958205.48677717,646.00000
1509714.52491525,4950648.12799938,854.00000
1536130.26356129,4916815.32122816,1197.00000
1533173.79501227,4922154.46872659,835.00000
1532288.51562569,4942552.74730252,427.00000
1544131.79845772,4922763.15266879,718.00000
1512944.98816887,4928753.00899087,779.00000
1518407.79671422,4932470.63051068,992.00000
1549734.09895795,4922098.05064142,787.00000
1529048.92787274,4931075.4435738,1143.00000
1548080.14243294,4932586.71388907,743.00000
1525607.61772125,4945431.02838744,856.00000
1550954.40580153,4923681.8214719,623.00000
1528827.1589357,4955209.29772477,363.00000
1554239.33189352,4938821.48186312,801.00000
1508498.46862449,4934083.41411804,725.00000
1522202.10849882,4928373.34877069,1183.00000
1518419.90275002,4926672.84939264,1066.00000
1552620.62051716,4937628.54000254,959.00000
1506247.29855738,4935445.16157792,1056.00000
1528432.45914271,4920300.61284913,512.00000
1537501.46199834,4946765.31129768,984.00000
1511979.78553153,4941893.04456161,879.00000
1529094.76569815,4933274.65099346,1104.00000
1554592.8358417,4946379.65503577,1175.00000
1521754.64631088,4934227.32473781,768.00000
1525848.36102305,4958286.9521038,915.00000
1532162.98037548,4941417.14878117,579.00000
1523825.82579218,4946803.6719286,392.00000
1519734.79654812,4940809.37336209,1406.00000
1532223.45781592,4939787.93677489,607.00000
1552769.54031144,4925898.74758123,490.00000
1529635.37999541,4946816.79449635,420.00000
1525926.44273022,4943429.98881473,502.00000
1538680.72938177,4919751.69960921,799.00000
1549473.74622291,4928407.12839665,541.00000
1533615.58419912,4939762.5820785,1333.00000
1518879.98240509,4959417.28586991,610.00000
1548850.41257572,4942471.8194723,998.00000
1518055.3077035,4928866.56013455,716.00000
1505714.09741568,4950337.45870653,449.00000
1528876.42729959,4942702.96831351,908.00000
1547887.95359921,4926685.21351534,741.00000
1514777.14145825,4945265.87758045,1108.00000
1519202.13442442,4952379.04838245,986.00000
1539791.55261321,4925900.44010377,1501.00000
1546833.52845062,4940637.09351139,1170.00000
1511711.92727148,4960689.35958001,689.00000
1546240.41769536,4943277.57533277,904.00000
1545670.57850278,4945309.12582337,584.00000
