,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
811,2014-12-04,1226,16.31,44.5602,9.4217,9.16,2,12,133,12,0.16,1.2,2.4,-9160.0,1533517.6216054324,4934200.597895339,-9160.0,9468,0.25,0.25,14,0
812,2014-12-06,1024,48.76,44.559,9.4672,5.69,2,14,125,15,0.32,0.8,1.0,-5690.0,1537131.8777035591,4934086.953918492,-5690.0,9470,0.33333333333333337,0.33333333333333337,14,0
813,2014-12-09,1714,7.37,44.557,9.4488,4.54,2,20,99,14,0.19,0.9,1.6,-4540.0,1535671.7866157414,4933856.6020868495,-4540.0,9473,0.5833333333333334,0.5833333333333334,14,0
814,2014-12-11,1027,28.56,44.5677,9.462,4.58,2,24,103,14,0.32,1.5,1.1,-4580.0,1536713.4343463525,4935051.010338416,-4580.0,9475,0.75,0.75,14,0
815,2014-12-17,1421,14.56,44.5505,9.4697,3.56,2,30,102,15,0.34,0.8,0.7,-3560.0,1537335.8521258037,4933143.905310345,-3560.0,9481,1.0,1.0,14,0
816,2014-12-21,1246,11.98,44.5333,9.4722,6.0,2,38,100,17,0.34,2.0,1.9,-6000.0,1537545.4657976683,4931234.464083337,-6000.0,9485,1.3333333333333333,1.0,14,0
818,2014-12-24,44,10.39,44.5612,9.4515,5.2,2,34,100,14,0.27,1.0,1.1,-5200.0,1535883.6478373755,4934324.3229773175,-5200.0,9488,1.1666666666666667,1.0,14,0
819,2015-01-09,707,8.94,44.557,9.4748,4.49,2,12,104,16,0.18,1.2,1.0,-4490.0,1537736.7535930432,4933868.271158277,-4490.0,9504,0.25,0.25,14,0
820,2015-01-13,2211,28.15,44.5558,9.4788,4.29,2,18,105,16,0.24,1.1,1.2,-4290.0,1538055.2218325115,4933736.827755781,-4290.0,9508,0.5,0.5,14,0
821,2015-01-18,1632,19.43,44.559,9.4593,6.0,2,36,101,14,0.27,1.0,1.2,-6000.0,1536504.4669213153,4934083.397170265,-6000.0,9513,1.25,1.0,14,0
822,2015-01-19,1155,0.92,44.5633,9.4775,5.69,2,16,106,16,0.22,0.9,0.9,-5690.0,1537947.1030937512,4934569.330348699,-5690.0,9514,0.41666666666666663,0.41666666666666663,14,0
823,2015-02-10,218,16.53,44.5752,9.445,5.4,2,22,100,13,0.26,1.1,1.0,-5400.0,1535358.9734948375,4935876.626136313,-5400.0,9536,0.6666666666666666,0.6666666666666666,14,0
825,2015-02-13,1140,26.92,44.5483,9.4618,5.02,2,20,185,15,0.2,1.4,1.5,-5020.0,1536709.7307808683,4932895.9518428035,-5020.0,9539,0.5833333333333334,0.5833333333333334,14,0
826,2015-02-13,1556,26.04,44.5483,9.4618,4.36,2,40,100,15,0.26,0.9,1.1,-4360.0,1536709.7307808683,4932895.9518428035,-4360.0,9539,1.4166666666666667,1.0,14,0
827,2015-02-13,2304,4.26,44.5527,9.4697,5.82,2,38,102,15,0.25,1.2,1.4,-5820.0,1537334.4476464204,4933388.282937408,-5820.0,9539,1.3333333333333333,1.0,14,0
828,2015-03-07,2102,45.88,44.5655,9.4618,5.2,2,26,103,14,0.21,0.9,1.0,-5200.0,1536698.9341063008,4934806.542293957,-5200.0,9561,0.8333333333333333,0.8333333333333333,14,0
830,2015-03-26,1008,11.68,44.5515,9.4528,11.47,2,12,127,14,0.13,1.4,0.6,-11470.0,1535992.8587621674,4933247.410208002,-11470.0,9580,0.25,0.25,14,0
833,2015-03-26,1235,25.1,44.5548,9.4697,5.87,2,14,103,15,0.13,0.8,0.6,-5870.0,1537333.1069553772,4933621.552578072,-5870.0,9580,0.33333333333333337,0.33333333333333337,14,0
834,2015-04-04,2311,21.31,44.5677,9.4515,5.82,2,24,120,13,0.2,1.0,1.3,-5820.0,1535879.6582338642,4935046.349372641,-5820.0,9589,0.75,0.75,14,0
835,2015-04-21,359,31.17,44.5677,9.4463,5.64,2,28,100,13,0.21,0.6,0.2,-5640.0,1535466.740547707,4935044.080787806,-5640.0,9606,0.9166666666666667,0.9166666666666667,14,0
837,2015-06-29,2205,35.5,44.572,9.4437,8.52,2,32,100,13,0.29,0.9,0.6,-8520.0,1535257.6878112927,4935520.605030541,-8520.0,9675,1.0833333333333333,1.0,14,0
839,2015-07-21,751,43.13,44.5902,9.4268,5.36,2,14,98,11,0.13,0.9,1.1,-5360.0,1533905.2418191168,4937535.1361588,-5360.0,9697,0.33333333333333337,0.33333333333333337,14,0
843,2015-10-23,836,57.52,44.5677,9.4437,4.89,2,16,99,13,0.13,0.8,1.0,-4890.0,1535260.2817065031,4935042.9563578935,-4890.0,9791,0.41666666666666663,0.41666666666666663,14,0
847,2015-11-27,1351,53.83,44.5558,9.4632,5.45,2,15,96,15,0.27,1.2,1.6,-5450.0,1536816.216152608,4933729.686725929,-5450.0,9826,0.375,0.375,14,0
