,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
797,2014-10-13,156,34.18,44.602,9.4205,6.26,2,28,97,10,0.37,0.9,0.7,-6260.0,1533398.4202805494,4938843.305137862,-6260.0,9416,0.9166666666666667,0.9166666666666667,14,0
798,2014-11-06,2019,5.11,44.5858,9.4373,3.85,2,8,166,12,0.05,2.4,1.3,-3850.0,1534741.31313229,4937050.786605616,-3850.0,9440,0.08333333333333331,0.08333333333333331,14,0
800,2014-11-17,114,5.91,44.557,9.4593,1.04,2,26,101,14,0.31,1.2,1.0,-1040.0,1536505.7155715043,4933861.235448581,-1040.0,9451,0.8333333333333333,0.8333333333333333,14,0
801,2014-11-18,812,24.6,44.558,9.4553,6.99,2,18,120,14,0.25,0.9,1.2,-6990.0,1536187.4094696676,4933970.538564275,-6990.0,9452,0.5,0.5,14,0
802,2014-11-18,1140,38.34,44.557,9.4488,6.18,2,22,99,14,0.22,0.8,1.1,-6180.0,1535671.7866157414,4933856.6020868495,-6180.0,9452,0.6666666666666666,0.6666666666666666,14,0
804,2014-11-30,934,25.22,44.5677,9.449,9.32,2,32,81,13,0.24,0.9,1.8,-9320.0,1535681.1401148932,4935045.2554242145,-9320.0,9464,1.0833333333333333,1.0,14,0
805,2014-11-30,2147,2.98,44.5783,9.4412,5.82,2,18,112,12,0.26,1.3,1.9,-5820.0,1535055.4050364012,4936219.341535739,-5820.0,9464,0.5,0.5,14,0
806,2014-12-01,1948,22.39,44.5752,9.4555,5.05,2,22,103,13,0.23,0.8,1.0,-5050.0,1536192.6424403298,4935881.22074006,-5050.0,9465,0.6666666666666666,0.6666666666666666,14,0
807,2014-12-01,1953,15.18,44.5752,9.4555,5.22,2,24,103,13,0.25,0.9,1.2,-5220.0,1536192.6424403298,4935881.22074006,-5220.0,9465,0.75,0.75,14,0
808,2014-12-02,46,12.22,44.5677,9.4672,3.96,2,20,104,15,0.28,1.2,2.1,-3960.0,1537126.352047918,4935053.358329283,-3960.0,9466,0.5833333333333334,0.5833333333333334,14,0
809,2014-12-02,2101,8.57,44.5762,9.4515,4.58,2,18,102,13,0.26,1.3,1.3,-4580.0,1535874.4403594476,4935990.538972699,-4580.0,9466,0.5,0.5,14,0
810,2014-12-04,1033,1.89,44.559,9.4723,2.77,2,28,104,15,0.24,0.9,1.0,-2770.0,1537536.915050494,4934089.282289912,-2770.0,9468,0.9166666666666667,0.9166666666666667,14,0
