,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
579,2000-09-02,2353,34.48,44.0037,7.9827,5.91,2,28,135,13,0.16,0.6,0.5,-5910.0,1418469.2822186232,4872804.15606813,-5910.0,4262,0.9166666666666667,0.9166666666666667,0,7
580,2000-09-06,1014,16.22,44.0005,7.9737,5.22,2,16,174,12,0.09,0.7,0.9,-5220.0,1417743.3175442328,4872457.673461421,-5220.0,4266,0.41666666666666663,0.41666666666666663,0,7
581,2000-09-06,2320,21.35,44.0037,7.9905,6.0,2,18,179,13,0.11,0.6,0.5,-6000.0,1419094.616821489,4872796.468923626,-6000.0,4266,0.5,0.5,0,7
582,2000-09-08,1811,3.91,43.9983,7.9658,5.0,2,18,171,11,0.14,0.8,0.7,-5000.0,1417106.866425209,4872221.23334981,-5000.0,4268,0.5,0.5,0,7
584,2000-09-12,1402,3.38,43.9962,7.9582,5.14,2,20,168,11,0.14,1.0,0.5,-5140.0,1416494.563302436,4871995.657037367,-5140.0,4272,0.5833333333333334,0.5833333333333334,0,7
585,2000-09-17,2244,44.79,44.0027,7.9917,5.98,2,15,180,13,0.15,0.9,1.1,-5980.0,1419189.4636487416,4872684.220944408,-5980.0,4277,0.375,0.375,0,7
586,2000-09-19,2257,57.56,44.0027,7.9813,4.74,2,20,208,14,0.18,1.1,0.8,-4740.0,1418355.6701669397,4872694.471468764,-4740.0,4279,0.5833333333333334,0.5833333333333334,0,7
587,2000-09-28,1857,3.71,43.9973,7.962,4.4,2,16,170,11,0.09,0.7,0.5,-4400.0,1416800.790148623,4872113.991693515,-4400.0,4288,0.41666666666666663,0.41666666666666663,0,7
588,2000-10-13,815,37.87,44.0123,8.0265,6.93,2,12,190,16,0.23,3.1,3.5,-6930.0,1421992.0566728043,4873716.963930941,-6930.0,4303,0.25,0.25,0,7
589,2000-10-23,2250,11.79,43.9973,7.9957,5.95,2,22,184,13,0.16,0.8,0.8,-5950.0,1419502.8470946457,4872080.525593781,-5950.0,4313,0.6666666666666666,0.6666666666666666,0,7
590,2000-10-27,240,2.92,44.0037,7.9878,6.04,2,14,178,13,0.15,0.6,0.4,-6040.0,1418878.154849753,4872799.123163387,-6040.0,4317,0.33333333333333337,0.33333333333333337,0,7
591,2000-11-25,1920,24.65,43.9995,7.9543,4.54,2,18,165,11,0.17,0.8,0.6,-4540.0,1416186.5053254066,4872366.14844743,-4540.0,4346,0.5,0.5,0,7
592,2000-12-10,622,56.26,44.0145,8.0137,9.76,2,18,184,12,0.18,1.2,2.1,-9760.0,1420968.9392614455,4873973.517578585,-9760.0,4361,0.5,0.5,0,7
594,2001-01-02,1650,29.25,43.9952,7.9595,4.98,2,22,169,11,0.18,0.9,0.5,-4980.0,1416597.3972250223,4871883.27028851,-4980.0,4384,0.6666666666666666,0.6666666666666666,0,7
