,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
718,2011-10-20,935,10.81,44.5558,9.4475,5.98,2,20,98,18,0.15,1.2,2.2,-5980.0,1535569.26817677,4933722.738900635,-5980.0,8327,0.5833333333333334,0.5833333333333334,4,0
719,2011-10-20,1228,35.6,44.5633,9.4593,6.44,2,34,102,19,0.17,0.8,1.0,-6440.0,1536501.7821719605,4934561.0451346375,-6440.0,8327,1.1666666666666667,1.0,4,0
720,2011-10-20,1254,56.78,44.5087,9.4785,13.59,2,10,119,12,0.08,1.7,3.3,-13590.0,1538062.0165878823,4928504.802914462,-13590.0,8327,0.16666666666666669,0.16666666666666669,4,0
721,2011-10-20,1410,43.71,44.5612,9.4645,8.04,2,14,123,18,0.12,0.8,1.4,-8039.999999999999,1536916.0570389875,4934330.109479683,-8039.999999999999,8327,0.33333333333333337,0.33333333333333337,4,0
722,2011-10-20,1627,38.3,44.5312,9.4618,6.0,2,26,98,15,0.2,1.1,1.2,-6000.0,1536720.4613865481,4930996.47516415,-6000.0,8327,0.8333333333333333,0.8333333333333333,4,0
723,2011-10-22,1400,37.41,44.544,9.4437,10.91,2,26,96,17,0.19,1.5,1.9,-10910.0,1535274.57470792,4932410.341043244,-10910.0,8329,0.8333333333333333,0.8333333333333333,4,0
724,2011-10-24,1845,44.36,44.557,9.4412,5.82,2,32,97,19,0.2,0.9,1.0,-5820.0,1535068.1809084495,4933853.315312875,-5820.0,8331,1.0833333333333333,1.0,4,0
725,2011-10-27,1224,24.18,44.5462,9.454,6.18,2,36,98,17,0.22,1.1,1.4,-6180.0,1536091.4440805377,4932659.211360597,-6180.0,8334,1.25,1.0,4,0
726,2011-10-30,1531,11.1,44.5258,9.4838,13.24,2,8,239,14,0.04,1.6,0.9,-13240.0,1538472.0625937032,4930406.750611197,-13240.0,8337,0.08333333333333331,0.08333333333333331,4,0
727,2011-10-31,343,41.94,44.5205,9.4773,13.04,2,26,99,14,0.23,1.8,0.8,-13040.0,1537958.9815788127,4929814.989855221,-13040.0,8338,0.8333333333333333,0.8333333333333333,4,0
728,2011-10-31,816,11.76,44.5258,9.4683,12.71,2,16,121,15,0.1,1.5,1.9,-12710.0,1537240.366864409,4930399.579359115,-12710.0,8338,0.41666666666666663,0.41666666666666663,4,0
729,2011-10-31,1333,49.33,44.5227,9.4695,13.44,2,10,153,14,0.04,1.1,0.9,-13440.0,1537337.7011777011,4930055.777559474,-13440.0,8338,0.16666666666666669,0.16666666666666669,4,0
730,2011-11-01,750,24.22,44.5227,9.5007,14.94,2,8,175,13,0.03,1.8,0.9,-14940.0,1539817.1170416586,4930070.487195255,-14940.0,8339,0.08333333333333331,0.08333333333333331,4,0
731,2011-11-03,1025,48.49,44.5483,9.454,10.65,2,26,99,17,0.23,1.2,1.5,-10650.0,1536090.1483882156,4932892.480727382,-10650.0,8341,0.8333333333333333,0.8333333333333333,4,0
732,2011-11-10,1625,31.1,44.5387,9.4475,11.38,2,24,96,16,0.14,1.2,1.1,-11380.0,1535579.6676391705,4931823.259801275,-11380.0,8348,0.75,0.75,4,0
733,2011-12-23,1641,16.17,44.5312,9.4307,6.0,2,28,92,16,0.21,1.1,1.0,-6000.0,1534249.352033463,4930982.987744935,-6000.0,8391,0.9166666666666667,0.9166666666666667,4,0
734,2012-01-18,1038,58.08,44.5452,9.471,4.78,2,16,102,16,0.12,0.8,1.1,-4780.0,1537442.5046335377,4932555.772036099,-4780.0,8417,0.41666666666666663,0.41666666666666663,4,0
735,2012-02-07,520,6.02,44.542,9.4488,9.1,2,28,97,17,0.13,0.7,0.9,-9100.0,1535680.9358419129,4932190.391690415,-9100.0,8437,0.9166666666666667,0.9166666666666667,4,0
736,2012-02-17,535,50.59,44.5558,9.38,6.68,2,20,104,21,0.24,1.2,1.5,-6680.0,1530208.18662717,4933695.598801114,-6680.0,8447,0.5833333333333334,0.5833333333333334,4,0
737,2012-02-19,1411,6.28,44.5633,9.4282,6.53,2,38,96,20,0.4,1.1,1.9,-6530.0,1534032.030632378,4934547.633069048,-6530.0,8449,1.3333333333333333,1.0,4,0
739,2012-03-05,1515,6.35,44.557,9.4125,11.27,2,42,98,20,0.29,0.9,1.1,-11270.0,1532788.7752410083,4933841.410061185,-11270.0,8464,1.5,1.0,4,0
740,2012-03-05,1532,24.42,44.5612,9.4177,11.98,2,16,114,20,0.19,1.3,1.7,-11980.0,1533199.3840605144,4934310.047343159,-11980.0,8464,0.41666666666666663,0.41666666666666663,4,0
741,2012-03-05,1541,26.8,44.5633,9.4255,10.51,2,13,114,20,0.25,1.8,2.3,-10510.0,1533817.6149121958,4934546.513058548,-10510.0,8464,0.29166666666666663,0.29166666666666663,4,0
742,2012-03-05,1627,45.48,44.558,9.4033,9.65,2,13,107,20,0.16,1.0,2.2,-9650.0,1532057.5465691632,4933948.844147043,-9650.0,8464,0.29166666666666663,0.29166666666666663,4,0
743,2012-03-07,1325,44.52,44.559,9.4437,9.14,2,10,149,19,0.14,2.1,2.9,-9140.0,1535265.5292093158,4934076.552001405,-9140.0,8466,0.16666666666666669,0.16666666666666669,4,0
744,2012-03-07,1936,16.7,44.5515,9.4163,5.36,2,34,97,19,0.23,0.8,1.9,-5360.0,1533093.6899282564,4933231.99607859,-5360.0,8466,1.1666666666666667,1.0,4,0
745,2012-03-12,907,7.89,44.559,9.4022,6.0,2,20,100,23,0.21,1.1,1.7,-6000.0,1531969.637436117,4934059.494488117,-6000.0,8471,0.5833333333333334,0.5833333333333334,4,0
746,2012-03-15,1610,7.15,44.572,9.4125,5.16,2,12,111,10,0.12,0.9,1.0,-5160.0,1532780.364355153,4935507.624686978,-5160.0,8474,0.25,0.25,4,0
747,2012-03-26,657,44.2,44.542,9.4307,3.7,2,20,153,13,0.23,1.4,1.3,-3700.0,1534243.0319338853,4932182.65647411,-3700.0,8485,0.5833333333333334,0.5833333333333334,4,0
748,2012-05-04,1933,25.34,44.5527,9.441,7.11,2,29,97,13,0.21,1.0,0.8,-7110.0,1535054.873953564,4933375.582159624,-7110.0,8524,0.9583333333333333,0.9583333333333333,4,0
