1391039.364999999990687,4866046.514999999664724,-5250
1390618.367000000085682,4865831.252000000327826,-8430
1391441.202000000048429,4865095.581000000238419,-6490
1406637.716999999945983,4857609.915000000037253,-8990
1399196.955000000074506,4862473.478000000119209,-8010
1397344.502000000094995,4863690.604000000283122,-11690
1387561.335999999893829,4871593.032999999821186,-6000
1400025.635999999940395,4861505.531999999657273,-4470
1387152.647000000113621,4872555.472000000067055,-4360
1384842.509000000078231,4870695.419999999925494,-6000
1384748.094000000040978,4870341.532999999821186,-5980
1396016.372999999905005,4865022.231999999843538,-6000
1393435.887000000104308,4867807.331000000238419,-8190
1393603.901000000070781,4863282.957000000402331,-10360
1384428.889999999897555,4869980.457000000402331,-5910
1396213.736999999964610,4864297.014000000432134,-5600
1401379.384000000078231,4862329.577999999746680,-5470
1372042.898999999975786,4875930.546000000089407,-3700
1393315.344999999972060,4865309.566999999806285,-7330
1391554.985000000102445,4866649.100999999791384,-8320
1387925.786000000080094,4867065.019999999552965,-5070
1395396.912000000011176,4866465.126000000163913,-5730
1393831.351999999955297,4864945.769999999552965,-8720
1380527.983000000007451,4874338.407999999821186,-4270
1393109.941000000108033,4866012.793999999761581,-8790
1388118.181000000098720,4865150.836000000126660,-9320
1390122.246000000042841,4867861.474999999627471,-6420
1396202.759000000078231,4863597.281000000424683,-5070
1392246.094999999972060,4861271.788999999873340,-4450
1396614.077000000048429,4862168.832999999634922,-5250
1382670.783000000054017,4870378.033999999985099,-26780
1396016.372999999905005,4865022.231999999843538,-5110
1377416.992000000085682,4873917.605000000447035,-12990
1389295.600000000093132,4868819.594999999739230,-8720
1389598.590000000083819,4868703.435999999754131,-6000
1388453.361000000033528,4867411.639000000432134,-6070
1388973.051999999908730,4867291.807000000029802,-6000
1389185.608000000007451,4867043.826999999582767,-7280
1389390.301999999908730,4867284.826999999582767,-6000
1389390.043000000063330,4868229.184000000357628,-8520
1389185.523000000044703,4868954.757000000216067,-11360
1389508.260999999940395,4869060.463999999687076,-5400
1389602.669999999925494,4868947.788999999873340,-5690
1389189.469999999972060,4868232.536999999545515,-8520
1390015.831000000005588,4868218.762000000104308,-8520
1388968.950999999884516,4867047.455000000074506,-11360
1389917.635000000009313,4868587.024000000208616,-7970
1387520.415999999968335,4866827.468000000342727,-6000
1388666.110000000102445,4868130.213999999687076,-5930
1382795.547999999951571,4873342.319000000134110,-13350
1383220.445999999996275,4873334.800999999977648,-12510
1381960.962000000057742,4872412.771999999880791,-10250
1388862.772000000113621,4866460.402999999932945,-5710
1390815.274999999906868,4864628.134999999776483,-5690
1394332.162000000011176,4863626.824000000022352,-6000
1397662.463999999919906,4864518.904000000096858,-3920
1395371.979000000050291,4863365.924999999813735,-6000
1395585.070999999996275,4863129.264000000432134,-6000
1399713.131999999983236,4859966.047000000253320,-4270
1386383.189000000013039,4867446.822999999858439,-5360
1381871.612999999895692,4873247.656999999657273,-12170
1392572.438000000081956,4863066.277999999932945,-5980
1395361.702000000048429,4861699.644999999552965,-9980
1399919.554999999934807,4861396.036999999545515,-2860
1390342.345999999903142,4870002.058000000193715,-5930
1390649.395999999949709,4869163.728000000119209,-11360
1388563.845999999903142,4867776.411999999545515,-6710
1389819.264999999897555,4868944.180999999865890,-8520
1387839.699999999953434,4869088.519999999552965,-3280
1390023.696999999927357,4869174.092000000178814,-6000
1389193.378000000026077,4868465.782999999821186,-6000
1389295.600000000093132,4868819.594999999739230,-5890
1386289.746999999973923,4869948.226999999955297,-5870
1389602.583000000100583,4867981.217000000178814,-6000
1389402.118000000016764,4868951.135999999940395,-6000
1389181.654000000096858,4867766.046000000089407,-5780
1388972.851000000024214,4868236.165000000037253,-6000
1405688.022000000113621,4855823.673000000417233,-10250
1407776.578999999910593,4856283.152999999932945,-7420
1378728.222999999998137,4870204.667000000365078,-6110
1399191.355999999912456,4861051.559000000357628,-2880
1394760.083000000100583,4865286.470999999903142,-7110
1390500.504999999888241,4864044.502000000327826,-8720
1390500.504999999888241,4864044.502000000327826,-8630
1399411.915000000037253,4861292.618999999947846,-5760
1391335.219000000040978,4864508.493999999947846,-5980
1406649.729000000050291,4859031.696000000461936,-5360
1395809.858999999938533,4866691.922000000253320,-5950
1398257.158999999985099,4861421.317999999970198,-7110
1409229.796000000089407,4856740.824000000022352,-5730
1389508.260999999940395,4869060.463999999687076,-12480
1389961.269000000087544,4861553.699000000022352,-2100
1397437.381000000052154,4861911.644999999552965,-6350
1396415.696999999927357,4863349.541000000201166,-6000
1397047.584999999962747,4865250.546000000089407,-4320
1396414.424000000115484,4864293.876000000163913,-4450
1396305.929999999934807,4863006.859000000171363,-6510
1396820.938000000081956,4863587.633999999612570,-5780
1396008.864000000059605,4864544.635999999940395,-5330
1397946.506000000052154,4861070.584999999962747,-7040
1404051.938000000081956,4859424.220999999903142,-4140
1404663.746000000042841,4857271.354000000283122,-4100
1404578.165999999968335,4858583.453999999910593,-3050
1392071.263999999966472,4865329.707999999634922,-6000
1404055.479999999981374,4859668.570000000298023,-3650
1405301.919999999925494,4857495.515999999828637,-4180
1398473.992000000085682,4861417.997000000439584,-5730
1399609.770000000018626,4860567.514000000432134,-2700
1399704.472000000067055,4860454.989000000059605,-2990
1386519.239999999990687,4872566.309999999590218,-6000
1398887.864000000059605,4861167.269999999552965,-4980
1398880.567000000039116,4860689.677000000141561,-5250
1398887.864000000059605,4861167.269999999552965,-5510
1399304.720999999903142,4861638.635999999940395,-4540
1399092.368999999947846,4861408.565000000409782,-4940
1394338.810999999986961,4865048.758999999612570,-5820
1408387.037999999942258,4855086.060999999754131,-4580
