,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
658,1997-04-28,2239,24.47,43.9608,7.8797,2.28,2,23,125,6,0.08,1.2,0.9,-2280.0,1410146.9257654513,4868146.29672945,-2280.0,3039,0.7083333333333334,0.7083333333333334,0,14
1129,2000-09-10,1406,24.18,43.964,7.8783,3.76,2,32,125,0,0.16,0.7,0.6,-3760.0,1410039.437638281,4868503.246795061,-3760.0,4270,1.0833333333333333,1.0,0,14
1144,2000-12-08,225,35.42,43.9898,7.8625,3.32,2,16,139,0,0.19,2.0,2.6,-3320.0,1408811.408516198,4871386.215594768,-3320.0,4359,0.41666666666666663,0.41666666666666663,0,14
1146,2000-12-08,247,53.04,43.963,7.8822,6.0,2,14,137,0,0.27,1.5,2.2,-6000.0,1410350.8089337666,4868387.930123167,-6000.0,4359,0.33333333333333337,0.33333333333333337,0,14
1147,2000-12-08,602,43.98,44.0102,7.861,4.49,2,10,134,0,0.06,1.3,0.7,-4490.0,1408722.4270211868,4873653.7183511,-4490.0,4359,0.16666666666666669,0.16666666666666669,0,14
1148,2000-12-08,603,14.12,43.977,7.8472,2.26,2,15,152,0,0.29,2.0,2.4,-2260.0,1407564.6289090514,4869981.552831223,-2260.0,4359,0.375,0.375,0,14
1149,2000-12-08,1703,12.87,43.963,7.8667,6.0,2,16,146,0,0.19,1.6,1.7,-6000.0,1409107.3055837674,4868404.895358101,-6000.0,4359,0.41666666666666663,0.41666666666666663,0,14
1150,2000-12-08,1903,28.64,43.979,7.8548,3.36,2,23,110,0,0.18,1.7,1.5,-3360.0,1408177.2880338319,4870195.201536854,-3360.0,4359,0.7083333333333334,0.7083333333333334,0,14
1153,2000-12-17,321,40.09,43.9942,7.8677,5.71,2,10,117,0,0.13,0.9,0.9,-5710.0,1409235.107246019,4871869.186953977,-5710.0,4368,0.16666666666666669,0.16666666666666669,0,14
1174,2001-08-05,1016,0.68,43.9608,7.877,6.0,2,17,125,0,0.18,0.7,0.9,-6000.0,1409930.3075187595,4868149.241715932,-6000.0,4599,0.45833333333333337,0.45833333333333337,0,14
1175,2001-08-09,35,52.53,43.979,7.8755,5.49,2,14,123,0,0.14,0.9,0.9,-5490.0,1409837.5209499635,4870172.357064118,-5490.0,4603,0.33333333333333337,0.33333333333333337,0,14
1196,2002-05-15,2040,5.45,43.9995,7.8223,2.46,2,29,141,0,0.15,0.9,0.6,-2460.0,1405603.1605541816,4872508.855603965,-2460.0,4882,0.9583333333333333,0.9583333333333333,0,14
1198,2002-05-15,2048,18.95,43.9952,7.8378,2.94,2,14,148,0,0.21,1.3,1.5,-2940.0,1406839.1703597289,4872013.61635717,-2940.0,4882,0.33333333333333337,0.33333333333333337,0,14
1199,2002-05-15,2201,28.78,43.9995,7.8197,2.9,2,14,140,0,0.08,0.8,0.5,-2900.0,1405394.7005564473,4872511.836664047,-2900.0,4882,0.33333333333333337,0.33333333333333337,0,14
1748,1997-04-28,2239,24.49,43.962,7.8757,1.59,2,21,122,0,0.11,2.6,2.0,-1590.0,1409827.8261754562,4868283.9461527765,-1590.0,3039,0.625,0.625,0,14
