,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
17,2000-06-05,1323,7.17,44.1098,7.908,6.42,2,12,118,13,0.07,0.8,0.5,-6420.0,1412636.7500343446,4884665.479754634,-6420.0,4173,0.25,0.25,0,0
18,2000-06-05,1330,7.3,44.1098,7.9028,5.98,2,14,116,12,0.12,1.3,0.7,-5980.0,1412220.6039207482,4884671.015812032,-5980.0,4173,0.33333333333333337,0.33333333333333337,0,0
19,2000-06-05,1339,3.82,44.1067,7.9222,5.69,2,12,100,12,0.18,1.0,1.1,-5690.0,1413768.6387290724,4884306.170776922,-5690.0,4173,0.25,0.25,0,0
20,2000-06-05,1432,54.46,44.1173,7.9247,6.0,2,14,94,11,0.21,0.8,1.2,-6000.0,1413984.1066127697,4885480.924008396,-6000.0,4173,0.33333333333333337,0.33333333333333337,0,0
21,2000-06-05,1526,8.72,44.1142,7.9028,5.98,2,16,115,12,0.08,0.6,0.7,-5980.0,1412227.1211415464,4885159.735923969,-5980.0,4173,0.41666666666666663,0.41666666666666663,0,0
28,2001-04-12,823,46.54,44.112,7.8795,8.23,2,20,88,11,0.21,0.7,1.7,-8230.0,1410359.276669,4884940.504597635,-8230.0,4484,0.5833333333333334,0.5833333333333334,0,0
29,2001-06-06,2139,4.07,44.1088,7.8912,8.52,2,16,92,11,0.19,0.8,0.8,-8520.0,1411290.7811180647,4884572.3875292735,-8520.0,4539,0.41666666666666663,0.41666666666666663,0,0
30,2001-06-07,1916,0.36,44.1067,7.8938,6.04,2,16,93,12,0.19,1.1,1.1,-6040.0,1411495.7219510141,4884336.334247976,-6040.0,4540,0.41666666666666663,0.41666666666666663,0,0
34,2001-10-07,354,35.67,44.1002,7.9482,6.05,2,14,110,10,0.22,1.5,2.0,-6050.0,1415840.2494949528,4883557.272621389,-6050.0,4662,0.33333333333333337,0.33333333333333337,0,0
35,2001-10-07,429,39.74,44.0895,7.9508,8.02,2,14,119,10,0.18,1.0,1.0,-8020.0,1416033.2054641051,4882366.141746724,-8020.0,4662,0.33333333333333337,0.33333333333333337,0,0
36,2001-10-07,824,39.37,44.0927,7.9495,5.89,2,14,116,10,0.19,1.4,0.8,-5890.0,1415933.6697188863,4882722.900523324,-5890.0,4662,0.33333333333333337,0.33333333333333337,0,0
45,2001-12-18,233,53.49,44.1088,7.9378,6.01,2,12,102,10,0.17,0.9,0.8,-6010.0,1415020.1530587862,4884523.188414341,-6010.0,4734,0.25,0.25,0,0
52,2003-01-25,2219,44.26,44.068,7.977,5.73,2,17,146,9,0.25,1.0,1.4,-5730.0,1418100.9839867668,4879951.690944991,-5730.0,5137,0.45833333333333337,0.45833333333333337,0,0
54,2003-10-17,432,34.08,44.1217,7.9143,4.79,2,16,90,12,0.2,0.8,1.3,-4790.0,1413158.3696006895,4885980.574271998,-4790.0,5402,0.41666666666666663,0.41666666666666663,0,0
127,1995-01-26,602,52.82,44.1152,7.86,6.01,2,12,115,20,0.15,0.6,1.3,-6010.0,1408803.7108648089,4885317.3740488915,-6010.0,2216,0.25,0.25,0,0
139,1997-11-07,2216,13.48,44.0917,7.8938,4.45,2,50,113,20,0.22,0.6,1.0,-4450.0,1411473.3271257214,4882670.246401293,-4450.0,3232,1.8333333333333335,1.0,0,0
140,1997-11-07,2259,17.37,44.1067,7.9378,5.64,2,12,127,21,0.13,1.3,0.7,-5640.0,1415017.142015729,4884289.935889024,-5640.0,3232,0.25,0.25,0,0
141,1997-11-07,2329,24.35,44.096,7.9068,6.0,2,24,121,21,0.16,0.6,1.1,-6000.0,1412520.3538249661,4883133.953412757,-6000.0,3232,0.75,0.75,0,0
142,1997-11-07,2331,26.7,44.0938,7.9353,6.0,2,22,130,21,0.19,1.0,1.3,-6000.0,1414798.5239643436,4882859.686552384,-6000.0,3232,0.6666666666666666,0.6666666666666666,0,0
143,1997-11-08,39,25.2,44.096,7.9327,7.06,2,12,128,21,0.2,2.8,1.9,-7060.0,1414593.5636574782,4883106.741481857,-7060.0,3233,0.25,0.25,0,0
144,1997-11-08,156,7.05,44.1035,7.8795,5.93,2,49,109,21,0.18,0.7,0.8,-5930.0,1410346.420226934,4883996.3866364,-5930.0,3233,1.7916666666666665,1.0,0,0
145,1997-11-08,201,44.54,44.097,7.9082,4.38,2,14,121,21,0.11,2.2,2.1,-4380.0,1412633.8927183214,4883243.53827322,-4380.0,3233,0.33333333333333337,0.33333333333333337,0,0
147,1997-11-08,252,20.14,44.0948,7.9003,5.93,2,21,119,21,0.14,0.9,1.0,-5930.0,1411998.269170655,4883007.5981380325,-5930.0,3233,0.625,0.625,0,0
148,1997-11-08,418,48.1,44.097,7.9237,5.36,2,12,125,21,0.09,0.8,0.6,-5360.0,1413874.5958831636,4883227.195839723,-5360.0,3233,0.25,0.25,0,0
149,1997-11-08,553,28.66,44.097,7.9028,5.18,2,14,119,21,0.05,0.8,1.1,-5180.0,1412201.64769535,4883249.28664684,-5180.0,3233,0.33333333333333337,0.33333333333333337,0,0
150,1997-11-08,1035,52.06,44.0982,7.8887,5.82,2,25,115,11,0.11,1.0,0.8,-5820.0,1411074.8075846848,4883397.716989887,-5820.0,3233,0.7916666666666667,0.7916666666666667,0,0
151,1997-11-08,1553,39.61,44.0938,7.8887,5.56,2,22,116,11,0.08,0.6,0.4,-5560.0,1411068.2085348684,4882908.99812493,-5560.0,3233,0.6666666666666666,0.6666666666666666,0,0
152,1997-11-08,2129,14.73,44.0982,7.9145,5.11,2,26,122,13,0.16,0.6,0.4,-5110.0,1413139.9365573945,4883370.154641811,-5110.0,3233,0.8333333333333333,0.8333333333333333,0,0
153,1997-11-10,1247,40.24,44.097,7.8615,8.54,2,12,107,9,0.07,0.7,0.5,-8540.0,1408895.7728629478,4883294.188951341,-8540.0,3235,0.25,0.25,0,0
154,1997-11-21,855,24.46,44.097,7.934,5.71,2,12,129,21,0.16,1.9,3.7,-5710.0,1414699.0630322974,4883216.465250061,-5710.0,3246,0.25,0.25,0,0
155,1997-12-01,1202,22.02,44.097,7.9443,12.88,2,20,132,15,0.17,0.8,1.2,-12880.0,1415523.5300904338,4883205.837835995,-12880.0,3256,0.5833333333333334,0.5833333333333334,0,0
160,1998-11-08,457,32.92,44.081,7.9638,6.93,2,14,130,9,0.15,0.7,1.4,-6930.0,1417062.041921016,4881408.844587446,-6930.0,3598,0.33333333333333337,0.33333333333333337,0,0
1181,2001-10-07,824,39.32,44.0927,7.9547,7.13,2,14,118,0,0.15,0.8,1.1,-7130.0,1416349.9356313357,4882717.600742714,-7130.0,4662,0.33333333333333337,0.33333333333333337,0,0
1208,2003-01-25,2219,44.76,44.0702,7.9407,5.16,2,26,138,0,0.12,0.6,0.5,-5160.0,1415197.0619351233,4880232.806319836,-5160.0,5137,0.8333333333333333,0.8333333333333333,0,0
1761,1997-11-07,2216,13.48,44.1023,7.8963,8.92,2,44,113,0,0.26,0.6,0.7,-8920.0,1411689.247746936,4883844.927999848,-8920.0,3232,1.5833333333333333,1.0,0,0
1762,1997-11-07,2331,26.67,44.1023,7.9068,9.72,2,35,89,0,0.19,1.3,1.7,-9720.0,1412529.6491121522,4883833.710202133,-9720.0,3232,1.2083333333333333,1.0,0,0
1763,1997-11-08,252,20.02,44.0917,7.9095,6.0,2,39,91,0,0.18,0.6,0.6,-6000.0,1412730.1518497188,4882653.47485371,-6000.0,3233,1.375,1.0,0,0
1764,1997-11-08,2129,14.77,44.096,7.912,4.8,2,39,91,0,0.2,1.3,1.3,-4800.0,1412936.59677264,4883128.437671447,-4800.0,3233,1.375,1.0,0,0
1780,1998-11-08,457,32.91,44.0755,7.96,6.15,2,10,132,0,0.15,0.9,0.7,-6150.0,1416750.0705242448,4880801.784968364,-6150.0,3598,0.16666666666666669,0.16666666666666669,0,0
