,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
215,1993-02-06,1820,57.09,44.276,8.3355,5.07,2,16,192,13,0.18,2.2,1.2,-5070.0,1446998.0199871645,4902760.776430868,-5070.0,1497,0.41666666666666663,0.41666666666666663,11,0
216,1993-02-06,1823,35.14,44.2697,8.2967,4.18,2,12,186,10,0.06,2.1,1.0,-4180.0,1443895.657135987,4902086.817021544,-4180.0,1497,0.25,0.25,11,0
218,1993-05-27,2043,46.92,44.2697,8.2812,4.89,2,14,183,9,0.21,2.2,1.0,-4890.0,1442658.575488538,4902097.5392885385,-4890.0,1607,0.33333333333333337,0.33333333333333337,11,0
219,1993-05-27,2213,20.08,44.2888,8.3225,4.67,2,12,187,13,0.18,2.3,1.0,-4670.0,1445972.3231868155,4904191.030985201,-4670.0,1607,0.25,0.25,11,0
220,1993-05-29,1310,34.09,44.2557,8.2903,5.36,2,16,187,8,0.15,1.8,1.4,-5360.0,1443371.411158256,4900536.162267086,-5360.0,1609,0.41666666666666663,0.41666666666666663,11,0
222,1993-06-15,832,29.48,44.2975,8.3173,3.61,2,8,187,13,0.07,2.8,2.5,-3610.0,1445565.4821354353,4905160.83142157,-3610.0,1626,0.08333333333333331,0.08333333333333331,11,0
223,1993-06-18,618,14.13,44.291,8.3198,4.45,2,10,186,13,0.06,1.7,1.8,-4450.0,1445758.928288377,4904437.180907732,-4450.0,1629,0.16666666666666669,0.16666666666666669,11,0
224,1993-06-18,622,12.02,44.2547,8.3045,5.42,2,8,190,9,0.07,2.0,0.7,-5420.0,1444504.0651063747,4900415.38099621,-5420.0,1629,0.08333333333333331,0.08333333333333331,11,0
225,1993-06-18,1145,54.43,44.2803,8.2758,2.72,2,12,177,10,0.14,1.9,0.9,-2720.0,1442237.9868087792,4903278.730069059,-2720.0,1629,0.25,0.25,11,0
229,1993-12-17,1331,12.6,44.2847,8.3303,5.07,2,14,189,13,0.12,1.3,1.0,-5070.0,1446590.9338974943,4903730.508874169,-5070.0,1811,0.33333333333333337,0.33333333333333337,11,0
