,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
228,1993-12-17,1147,20.92,44.2203,8.2918,8.92,2,10,193,7,0.06,1.5,0.9,-8920.0,1443457.2323839213,4896603.080205939,-8920.0,1811,0.16666666666666669,0.16666666666666669,11,1
291,1993-07-13,404,22.71,44.2342,8.2438,6.77,2,18,183,4,0.16,1.6,0.8,-6770.0,1439637.2819609318,4898181.207459298,-6770.0,1654,0.5,0.5,11,1
292,1993-07-13,953,22.62,44.2353,8.2398,7.64,2,21,182,4,0.22,1.5,1.3,-7640.0,1439318.9743271626,4898306.34005054,-7640.0,1654,0.625,0.625,11,1
293,1993-07-13,1058,33.27,44.2075,8.2115,5.33,2,16,182,0,0.13,1.5,0.7,-5330.0,1437029.332280726,4895239.7864357,-5330.0,1654,0.41666666666666663,0.41666666666666663,11,1
294,1993-07-13,1348,52.09,44.2117,8.2945,11.09,2,14,195,34,0.17,1.2,1.5,-11090.0,1443664.6975295402,4895645.98404778,-11090.0,1654,0.33333333333333337,0.33333333333333337,11,1
295,1993-07-13,1611,8.38,44.231,8.245,8.3,2,22,184,4,0.15,0.9,0.8,-8300.0,1439729.8447836514,4897824.886292873,-8300.0,1654,0.6666666666666666,0.6666666666666666,11,1
296,1993-07-14,1511,41.29,44.231,8.245,9.76,2,23,127,4,0.19,1.0,1.2,-9760.0,1439729.8447836514,4897824.886292873,-9760.0,1655,0.7083333333333334,0.7083333333333334,11,1
297,1993-07-14,2057,5.2,44.2203,8.24,6.04,2,16,185,3,0.18,1.4,0.7,-6040.0,1439319.5228845547,4896640.07273284,-6040.0,1655,0.41666666666666663,0.41666666666666663,11,1
298,1993-07-14,2307,44.69,44.2095,8.209,5.47,2,17,148,0,0.13,1.3,0.7,-5470.0,1436831.7320529574,4895463.85562593,-5470.0,1655,0.45833333333333337,0.45833333333333337,11,1
299,1993-07-14,2329,31.78,44.2353,8.2398,7.06,2,21,182,4,0.2,1.1,0.8,-7060.0,1439318.9743271626,4898306.34005054,-7060.0,1655,0.625,0.625,11,1
300,1993-07-14,2340,12.8,44.2428,8.2282,8.01,2,20,165,4,0.23,1.4,1.5,-8010.0,1438400.4509841618,4899148.04547235,-8010.0,1655,0.5833333333333334,0.5833333333333334,11,1
301,1993-07-14,2352,48.05,44.2417,8.245,7.15,2,22,182,5,0.27,1.1,1.1,-7150.0,1439740.7759294622,4899013.386535427,-7150.0,1655,0.6666666666666666,0.6666666666666666,11,1
302,1993-07-15,5,48.6,44.2342,8.2385,5.36,2,20,182,4,0.22,1.3,0.9,-5360.0,1439214.0251503875,4898185.120027187,-5360.0,1656,0.5833333333333334,0.5833333333333334,11,1
303,1993-07-15,10,40.26,44.2117,8.2348,6.53,2,18,185,2,0.2,1.2,0.9,-6530.0,1438895.2531278904,4895688.690495043,-6530.0,1656,0.5,0.5,11,1
304,1993-07-15,13,36.71,44.2267,8.2425,6.75,2,16,184,3,0.1,1.0,0.7,-6750.0,1439525.7776939527,4897349.104534661,-6750.0,1656,0.41666666666666663,0.41666666666666663,11,1
305,1993-07-15,24,52.03,44.231,8.2373,5.42,2,20,182,3,0.23,1.2,1.1,-5420.0,1439114.8911841884,4897830.57057173,-5420.0,1656,0.5833333333333334,0.5833333333333334,11,1
306,1993-07-15,38,14.7,44.231,8.2165,6.13,2,20,226,3,0.24,2.3,1.5,-6130.0,1437453.7176678465,4897846.213754851,-6130.0,1656,0.5833333333333334,0.5833333333333334,11,1
307,1993-07-15,54,3.22,44.215,8.2102,5.4,2,20,152,1,0.16,1.2,0.6,-5400.0,1436933.4790400313,4896073.841907772,-5400.0,1656,0.5833333333333334,0.5833333333333334,11,1
308,1993-07-15,150,38.55,44.2267,8.2477,6.22,2,20,185,4,0.17,1.0,0.8,-6220.0,1439941.1012646712,4897345.285792103,-6220.0,1656,0.5833333333333334,0.5833333333333334,11,1
309,1993-07-15,308,34.54,44.2257,8.2335,6.86,2,22,183,3,0.16,1.0,0.7,-6860.0,1438805.9114356528,4897244.7014360055,-6860.0,1656,0.6666666666666666,0.6666666666666666,11,1
