,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
987,2002-01-26,756,4.97,44.126,9.991,5.87,2,18,191,13,0.32,1.9,1.2,-5870.0,1579312.9333369734,4886361.887123371,-5870.0,4773,0.5,0.5,0,12
989,2002-12-03,30,6.38,44.156,9.9602,5.69,2,26,137,15,0.33,1.2,1.7,-5690.0,1576809.863733517,4889664.875788317,-5690.0,5084,0.8333333333333333,0.8333333333333333,0,12
1087,1996-02-11,1736,37.79,44.1432,9.9833,5.11,2,7,212,13,0.02,1.5,1.2,-5110.0,1578674.0605687452,4888264.9557483485,-5110.0,2597,0.041666666666666685,0.041666666666666685,0,12
1091,1996-04-28,2004,11.02,44.1485,9.9795,7.66,2,6,218,14,0.02,2.0,1.1,-7660.0,1578363.1178301342,4888850.019226848,-7660.0,2674,0.0,0.0,0,12
1113,1999-01-07,1358,20.84,44.1463,9.9822,4.69,2,8,218,14,0.03,0.9,1.1,-4690.0,1578581.9693198265,4888608.232083682,-4690.0,3658,0.08333333333333331,0.08333333333333331,0,12
