,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
1270,2005-10-28,534,32.94,44.4583,7.2465,5.56,2,27,110,0,0.26,1.0,0.9,-5560.0,1360525.537722529,4924291.155109273,-5560.0,6144,0.875,0.875,1,4
1291,2005-11-22,1246,24.88,44.4593,7.227,6.2,2,8,139,0,0.08,1.1,1.0,-6200.0,1358976.5915527549,4924435.690396238,-6200.0,6169,0.08333333333333331,0.08333333333333331,1,4
1299,2005-11-25,1102,38.44,44.423,7.2457,5.27,2,6,181,0,0.24,12.1,5.0,-5270.0,1360377.7885188125,4920371.410705129,-5270.0,6172,0.0,0.0,1,4
1309,2005-12-03,2153,5.4,44.4112,7.2575,5.69,2,10,152,0,0.06,0.8,0.6,-5690.0,1361289.2098967494,4919040.6029099785,-5690.0,6180,0.16666666666666669,0.16666666666666669,1,4
1310,2005-12-04,121,11.66,44.4572,7.24,6.42,2,10,145,0,0.1,1.2,1.2,-6420.0,1360005.7893285146,4924180.077870794,-6420.0,6181,0.16666666666666669,0.16666666666666669,1,4
1317,2005-12-09,853,36.34,44.4605,7.2335,3.21,2,6,148,0,0.05,1.8,1.5,-3210.0,1359496.580999577,4924557.793414952,-3210.0,6186,0.0,0.0,1,4
1321,2005-12-11,2141,54.27,44.4165,7.238,4.96,2,10,156,0,0.09,1.4,0.9,-4960.0,1359749.2842180028,4919662.567699199,-4960.0,6188,0.16666666666666669,0.16666666666666669,1,4
1323,2005-12-13,1203,16.83,44.4112,7.2602,2.86,2,12,148,0,0.13,1.2,1.3,-2860.0,1361504.185602673,4919036.028873155,-2860.0,6190,0.25,0.25,1,4
1351,2006-01-02,1142,9.99,44.4562,7.2387,4.63,2,12,136,0,0.09,1.5,0.9,-4630.0,1359899.970980631,4924071.225049514,-4630.0,6210,0.25,0.25,1,4
1355,2006-01-08,1107,6.84,44.4015,7.246,6.07,2,14,159,0,0.13,1.0,0.9,-6070.0,1360350.4800444175,4917982.698232377,-6070.0,6216,0.33333333333333337,0.33333333333333337,1,4
1375,2006-01-22,1043,43.84,44.4165,7.238,3.54,2,10,156,0,0.11,1.6,0.7,-3540.0,1359749.2842180028,4919662.567699199,-3540.0,6230,0.16666666666666669,0.16666666666666669,1,4
1388,2006-02-02,238,50.66,44.409,7.1927,3.39,2,10,181,0,0.11,0.8,0.7,-3390.0,1356124.3938485077,4918908.134607294,-3390.0,6241,0.16666666666666669,0.16666666666666669,1,4
1391,2006-02-02,245,30.28,44.41,7.1992,2.88,2,6,190,0,0.07,3.1,1.6,-2880.0,1356644.3921187862,4919007.804169894,-2880.0,6241,0.0,0.0,1,4
1392,2006-02-02,246,39.57,44.409,7.2005,3.92,2,14,177,0,0.17,1.3,2.2,-3920.0,1356745.4585348736,4918894.448094084,-3920.0,6241,0.33333333333333337,0.33333333333333337,1,4
1395,2006-02-02,304,55.96,44.408,7.207,5.49,2,10,174,0,0.06,1.0,1.1,-5490.0,1357260.5786714507,4918772.008832953,-5490.0,6241,0.16666666666666669,0.16666666666666669,1,4
1396,2006-02-02,308,3.33,44.4068,7.1902,2.86,2,10,183,0,0.07,1.5,1.2,-2860.0,1355919.9303137355,4918668.159852227,-2860.0,6241,0.16666666666666669,0.16666666666666669,1,4
1402,2006-02-05,2307,33.6,44.4015,7.2097,7.84,2,8,176,0,0.05,0.8,1.0,-7840.0,1357459.7719262806,4918045.288544182,-7840.0,6244,0.08333333333333331,0.08333333333333331,1,4
1417,2006-03-14,1532,59.32,44.4755,7.2488,5.38,2,36,109,0,0.26,0.7,0.6,-5380.0,1360749.4446456395,4926197.81043388,-5380.0,6281,1.25,1.0,1,4
1486,2006-05-20,1355,26.35,44.4605,7.249,5.69,2,12,134,0,0.25,1.4,0.7,-5690.0,1360729.6628521672,4924531.26855887,-5690.0,6348,0.25,0.25,1,4
1559,2006-09-21,823,24.29,44.4358,7.23,5.8,2,16,151,0,0.11,1.1,0.9,-5800.0,1359158.7593395347,4921820.145555781,-5800.0,6472,0.41666666666666663,0.41666666666666663,1,4
