,Data,Ora,Sec,Latitud.,Longit.,Prof.,Mag,Nf,Gap,Dst,Rms,Erh,Erz,Prof corr,x,y,z,Deltatime,weight_calc,weights,Classe,Classe_spaziale
175,2000-02-22,1119,18.08,44.2868,8.3095,10.74,2,10,185,12,0.11,1.6,1.1,-10740.0,1444933.2366634079,4903977.530558778,-10740.0,4069,0.16666666666666669,0.16666666666666669,0,2
179,2002-01-28,1108,46.2,44.3103,8.2732,5.69,2,12,164,12,0.11,1.2,1.3,-5690.0,1442060.0487976195,4906612.84223507,-5690.0,4775,0.25,0.25,0,2
180,2003-01-13,1057,18.33,44.306,8.3017,8.39,2,10,178,13,0.05,0.9,1.6,-8390.0,1444329.0477804847,4906115.457430314,-8390.0,5125,0.16666666666666669,0.16666666666666669,0,2
181,2003-03-27,931,3.31,44.3232,8.2652,4.4,2,8,166,14,0.04,1.6,0.9,-4400.0,1441434.8395747608,4908051.414680929,-4400.0,5198,0.08333333333333331,0.08333333333333331,0,2
184,2003-07-31,647,39.87,44.306,8.2757,9.45,2,17,167,12,0.18,0.9,0.9,-9450.0,1442255.220888851,4906133.4500885,-9450.0,5324,0.45833333333333337,0.45833333333333337,0,2
186,2004-03-09,1142,36.81,44.2997,8.2965,10.82,2,18,178,12,0.11,1.6,1.9,-10820.0,1443908.2779878215,4905419.224367551,-10820.0,5546,0.5,0.5,0,2
187,2004-06-30,811,48.35,44.3253,8.273,3.39,2,12,159,14,0.11,1.8,1.1,-3390.0,1442058.8750937742,4908279.128677133,-3390.0,5659,0.25,0.25,0,2
233,1995-05-24,1633,38.4,44.3147,8.2705,4.18,2,12,162,13,0.16,1.5,1.7,-4180.0,1441849.0548171648,4907103.4903829135,-4180.0,2334,0.25,0.25,0,2
234,1995-07-24,1427,52.6,44.3018,8.2862,6.0,2,12,173,12,0.1,1.2,1.3,-6000.0,1443088.6663176562,4905659.5852377,-6000.0,2395,0.25,0.25,0,2
235,1995-10-31,1631,38.05,44.3328,8.2638,1.2,2,14,154,15,0.14,0.8,0.8,-1200.0,1441332.7836742618,4909118.751217921,-1200.0,2494,0.33333333333333337,0.33333333333333337,0,2
236,1996-02-23,1056,12.31,44.306,8.2757,6.0,2,20,167,12,0.15,1.6,1.2,-6000.0,1442255.220888851,4906133.4500885,-6000.0,2609,0.5833333333333334,0.5833333333333334,0,2
237,1996-07-10,1002,27.9,44.2888,8.3018,12.11,2,16,183,12,0.17,1.3,0.8,-12110.0,1444320.7560224612,4904204.883610637,-12110.0,2747,0.41666666666666663,0.41666666666666663,0,2
238,1997-03-27,1624,18.89,44.319,8.26,4.76,2,20,156,13,0.14,1.3,1.7,-4760.0,1441015.9833322119,4907588.624362194,-4760.0,3007,0.5833333333333334,0.5833333333333334,0,2
240,1999-11-08,1110,6.65,44.2997,8.2887,6.4,2,12,175,12,0.09,0.9,1.0,-6400.0,1443286.0633853958,4905424.59254991,-6400.0,3963,0.25,0.25,0,2
